,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,run,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances,unique_chain_identifier,global_chain,BNC_KNN_trigramProb,BNC_KNN_unigramProb,WSJ_gt_unigramProb,WSJ_gt_trigramProb,WSJ_gt_5gramProb,WSJ_Roark_Negative.Log.Probability,biglm_probability,kenlm_probability,bllip_probability,bllip_wsj_probability,mikolov_wsj_probability,length_in_words,normalized_biglm_probability,normalized_WSJ_Roark_Negative.Log.Probability,normalized_BNC_KNN_unigramProb,normalized_BNC_KNN_trigramProb,normalized_kenlm_probability,normalized_bllip_probability,normalized_bllip_wsj_probability,normalized_mikolov_wsj_probability,normalized_WSJ_gt_unigramProb,normalized_WSJ_gt_trigramProb,normalized_WSJ_gt_5gramProb,initial_biglm_probability,initial_biglm_probability_rank,initial_biglm_probability_quartile,initial_WSJ_Roark_Negative.Log.Probability,initial_WSJ_Roark_Negative.Log.Probability_rank,initial_WSJ_Roark_Negative.Log.Probability_quartile,initial_BNC_KNN_unigramProb,initial_BNC_KNN_unigramProb_rank,initial_BNC_KNN_unigramProb_quartile,initial_BNC_KNN_trigramProb,initial_BNC_KNN_trigramProb_rank,initial_BNC_KNN_trigramProb_quartile,initial_kenlm_probability,initial_kenlm_probability_rank,initial_kenlm_probability_quartile,initial_bllip_probability,initial_bllip_probability_rank,initial_bllip_probability_quartile,initial_bllip_wsj_probability,initial_bllip_wsj_probability_rank,initial_bllip_wsj_probability_quartile,initial_mikolov_wsj_probability,initial_mikolov_wsj_probability_rank,initial_mikolov_wsj_probability_quartile,initial_WSJ_gt_unigramProb,initial_WSJ_gt_unigramProb_rank,initial_WSJ_gt_unigramProb_quartile,initial_WSJ_gt_trigramProb,initial_WSJ_gt_trigramProb_rank,initial_WSJ_gt_trigramProb_quartile,initial_WSJ_gt_5gramProb,initial_WSJ_gt_5gramProb_rank,initial_WSJ_gt_5gramProb_quartile,thread_id,chain_length
0,0,,,none,none,none,none,,,none,180419_AMT_lengthLimitedGPU,,0,none,,,-1,none,0,each nonfiction book has a call number on its spine,none,,none,,180419_AMT_lengthLimitedGPU_0,0,-35.031758069992065,-35.59371495246887,-25.94608199596405,-25.893792390823364,-25.893792390823364,-33.57139774560327,-26.139512836933136,-33.33151364326477,-28.509332954946437,-29.1820666718594,-30.867372999999997,10,-2.6139512836933134,-3.357139774560327,-3.559371495246887,-3.5031758069992067,-3.333151364326477,-2.850933295494644,-2.91820666718594,-3.0867373,-2.594608199596405,-2.5893792390823362,-2.5893792390823362,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
1,0,0.038461539894342416,820.0,cafe,none,each nonfiction book has a call number on its spine,each non viction book has a called number on its spine,0.07407407462596892,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,0,0,8cf6535ea0ae4addb28f5f90a2b13a7d,each non fiction book has a call number in its spine,each non viction book has a called number on its spine,0.07407407462596892,8cf6535e,3.0,180419_AMT_lengthLimitedGPU_0,0,-34.74607515335083,-37.68528652191162,-26.757741928100586,-26.895098745822906,-26.895098745822906,-36.13720954468768,-36.808083176612854,-38.014657378196716,-32.06167189879506,-36.23757876832275,-35.651794,11,-3.3461893796920776,-3.28520086769888,-3.425935138355602,-3.1587341048500757,-3.4558779434724287,-2.9146974453450056,-3.2943253425747954,-3.2410721818181822,-2.4325219934636895,-2.4450089768929915,-2.4450089768929915,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
2,0,0.07692307978868483,767.0,cafe,none,each non fiction book has a call number in its spine,each nonfiction book had a can number on its spine,0.09615384787321092,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,11.0,0.0,2,8cf6535ea0ae4addb28f5f90a2b13a7d,edf8f705ab7241a191fa3ae24e381ebc,each nonfiction book had a call number on its spine,each nonfiction book had a can number on its spine,0.05882352963089942,edf8f705,4.0,180419_AMT_lengthLimitedGPU_0,0,-34.598594427108765,-35.379218101501465,-26.222232937812805,-26.405174255371094,-26.405174255371094,-33.358593449470675,-28.071405172348022,-32.95773071050644,-30.224593539971107,-31.15520260866062,-31.060397,10,-2.807140517234802,-3.3358593449470675,-3.5379218101501464,-3.4598594427108766,-3.295773071050644,-3.0224593539971107,-3.115520260866062,-3.1060396999999997,-2.6222232937812806,-2.6405174255371096,-2.6405174255371096,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
3,0,0.01960784383118153,937.0,cafe,none,Each nonfiction book had a call number on its spine,each nonfictionblekaracall number on its fine,0.2156862765550613,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,3,edf8f705ab7241a191fa3ae24e381ebc,5bcd571bb9b645bc92fe6a4a7d5cfb35,each nonfiction book had a call number on its spine,each nonfictionblekaracall number on its fine,0.19607843458652496,5bcd571b,0.0,180419_AMT_lengthLimitedGPU_0,0,-34.598594427108765,-35.379218101501465,-26.222232937812805,-26.405174255371094,-26.405174255371094,-33.358593449470675,-28.071405172348022,-32.95773071050644,-30.224593539971107,-31.15520260866062,-31.060397,10,-2.807140517234802,-3.3358593449470675,-3.5379218101501464,-3.4598594427108766,-3.295773071050644,-3.0224593539971107,-3.115520260866062,-3.1060396999999997,-2.6222232937812806,-2.6405174255371096,-2.6405174255371096,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
4,0,0.019230769947171208,964.0,cafe,none,each nonfiction book had a call number on its spine,each nonfiction book had a call number on its spine,0.0,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,5,5bcd571bb9b645bc92fe6a4a7d5cfb35,d14ebf1fffae49d8b76323eb6c393120,each non fiction book had a call number on its spine,each nonfiction book had a call number on its spine,0.019230769947171208,d14ebf1f,2.0,180419_AMT_lengthLimitedGPU_0,0,-34.56118607521057,-37.88700771331787,-27.537117958068848,-27.59341526031494,-27.59341526031494,-36.40516924002199,-35.970373809337616,-38.12157613039017,-33.5821190966233,-37.80934949798601,-36.12082,11,-3.270033982667056,-3.3095608400019993,-3.444273428483443,-3.1419260068373247,-3.46559783003547,-3.0529199178748456,-3.4372135907260013,-3.2837109090909093,-2.503374359824441,-2.5084922963922676,-2.5084922963922676,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
5,0,0.019230769947171208,967.0,cafe,none,each non fiction book had a call number on its spine,each nonfiction book had a call number on its fine,0.05769230797886848,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,11.0,0.0,6,d14ebf1fffae49d8b76323eb6c393120,67497f6ffb7e47d795ea7b655ccdd0ca,each nonfiction book had a call number on its spine,each nonfiction book had a call number on its fine,0.03921568766236305,67497f6f,2.0,180419_AMT_lengthLimitedGPU_0,0,-34.598594427108765,-35.379218101501465,-26.222232937812805,-26.405174255371094,-26.405174255371094,-33.358593449470675,-28.071405172348022,-32.95773071050644,-30.224593539971107,-31.15520260866062,-31.060397,10,-2.807140517234802,-3.3358593449470675,-3.5379218101501464,-3.4598594427108766,-3.295773071050644,-3.0224593539971107,-3.115520260866062,-3.1060396999999997,-2.6222232937812806,-2.6405174255371096,-2.6405174255371096,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
6,0,0.1764705926179886,527.0,cafe,none,each nonfiction book had a call number on its spine,each nonficin book had twelve numbers on its spine,0.1764705926179886,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,7,67497f6ffb7e47d795ea7b655ccdd0ca,dc02e8bc38234eed94e4e0cfbe083801,each non fiction book had 12 numbers on its spine,each nonficin book had twelve numbers on its spine,0.20000000298023224,dc02e8bc,5.0,180419_AMT_lengthLimitedGPU_0,0,-33.887680530548096,-37.0391628742218,-24.111809968948364,-24.250917673110962,-24.250917673110962,-35.28295229878398,-33.5858656167984,-40.926878690719604,-33.50976428603351,-36.83045235226094,-37.272362,10,-3.3585865616798403,-3.528295229878398,-3.7039162874221803,-3.3887680530548097,-4.092687869071961,-3.3509764286033508,-3.683045235226094,-3.7272362,-2.4111809968948363,-2.425091767311096,-2.425091767311096,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
7,0,0.13461539149284366,591.0,cafe,none,Each non fiction book had 12 numbers on its spine,ach none fiction both had twelve numbers on it spye,0.2549019753932953,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,8,dc02e8bc38234eed94e4e0cfbe083801,e1f5fb8bc21048cb8a50771b80eda39a,each nonfiction book had twelve numbers on its spine,ach none fiction both had twelve numbers on it spye,0.1538461595773697,e1f5fb8b,3.0,180419_AMT_lengthLimitedGPU_0,0,-33.072835206985474,-34.80721402168274,-26.75136089324951,-26.630329489707947,-26.630329489707947,-33.71254345222183,-27.398013710975647,-32.76787483692169,-31.280926823821012,-31.85680978885121,-32.669478000000005,9,-3.044223745663961,-3.745838161357981,-3.8674682246314154,-3.6747594674428306,-3.640874981880188,-3.4756585359801124,-3.5396455320945788,-3.6299420000000007,-2.972373432583279,-2.9589254988564386,-2.9589254988564386,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
8,0,0.037735849618911736,844.0,cafe,none,Each nonfiction book had twelve numbers on its spine,each nonfiction book had twelve numbers on its spine,0.019230769947171208,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,9.0,0.0,10,e1f5fb8bc21048cb8a50771b80eda39a,53edaed0aee2422e96af6c0d3d636962,each non fiction book had twelve numbers on its spine,each nonfiction book had twelve numbers on its spine,0.018867924809455868,53edaed0,2.0,180419_AMT_lengthLimitedGPU_0,0,-33.03542685508728,-37.315003633499146,-28.066245913505554,-27.818570494651794,-27.818570494651794,-36.75868494829123,-34.09881508350372,-37.93172025680542,-34.641426767526234,-38.506940925035195,-37.715516,10,-3.4098815083503724,-3.6758684948291234,-3.7315003633499146,-3.303542685508728,-3.793172025680542,-3.4641426767526236,-3.8506940925035194,-3.7715516,-2.8066245913505554,-2.7818570494651795,-2.7818570494651795,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
9,0,0.11320754885673524,1045.0,cafe,none,each non fiction book had twelve numbers on its spine,each nonfiction book had twelve notches on its pine,0.1320754736661911,,none,180419_AMT_lengthLimitedGPU,0.0,0,none,10.0,0.0,11,53edaed0aee2422e96af6c0d3d636962,a575811edc0841b082724370f678d574,each nonfiction book had twelve notches on its spine,each nonfiction book had twelve notches on its pine,0.019230769947171208,a575811e,3.0,180419_AMT_lengthLimitedGPU_0,0,-36.32185459136963,-37.08965587615967,-23.897294878959656,-23.565954446792603,-23.04286414384842,-32.47567276776137,-27.51969689130783,-35.13945782184601,-33.188089873565595,-35.047586857589216,-34.144477,9,-3.0577440990342035,-3.6084080853068183,-4.121072875128852,-4.035761621263292,-3.9043842024273343,-3.687565541507288,-3.894176317509913,-3.793830777777778,-2.655254986551073,-2.618439382976956,-2.56031823820538,-26.139512836933136,11,1.0,-33.57139774560327,2,0.0,-35.59371495246887,3,0.0,-35.031758069992065,1,0.0,-33.33151364326477,0,0.0,-28.509332954946437,9,0.0,-29.1820666718594,22,2.0,-30.867372999999997,14,1.0,-25.94608199596405,31,3.0,-25.893792390823364,17,1.0,-25.893792390823364,17,1.0,0_0,24
